rule,alpha,seed_idx,stable,hierarchy_success,joint_success,loss_time,final_prox_diam,final_dist_diam,final_delta
BR5,0.45,53,1,1,1,0,11.777465788800257,6.6845076098596055,5.092958178940651
BR5,0.45,54,1,1,1,0,23.395776634508614,0.0,23.395776634508614
BR5,0.45,55,1,1,1,0,23.714086520692405,0.0,23.714086520692405
BR5,0.45,56,1,1,1,0,10.026761414789409,7.3211273822271865,2.705634032562222
BR5,0.45,57,1,1,1,0,24.828171122335675,0.7957747154594768,24.0323964068762
BR5,0.45,58,1,0,0,0,8.753521870054243,10.185916357881302,-1.4323944878270591
BR5,0.45,59,1,1,1,0,23.077466748324827,0.3183098861837907,22.759156862141037
BR5,0.45,60,0,1,0,23,27.533805154897898,0.0,27.533805154897898
BR5,0.45,61,1,1,1,0,21.32676237431398,1.432394487827058,19.894367886486922
BR5,0.45,62,1,1,1,0,14.80140970754627,6.047887837492023,8.753521870054247
BR5,0.45,63,1,1,1,0,16.392959138465223,0.7957747154594768,15.597184423005746
BR5,0.45,64,1,1,1,0,17.507043740108493,5.888732894400127,11.618310845708365
BR5,0.45,65,1,1,1,0,13.050705333535419,5.888732894400128,7.16197243913529
BR5,0.45,66,1,1,1,0,21.96338214668156,1.5915494309189533,20.371832715762608
BR5,0.45,67,1,1,1,0,19.416903057211233,2.38732414637843,17.029578910832804
BR5,0.45,68,1,1,1,0,13.687325105903,6.207042780583919,7.480282325319081
BR5,0.45,69,1,1,1,0,25.783100780887043,0.0,25.783100780887043
BR5,0.45,70,1,1,1,0,23.714086520692405,0.0,23.714086520692405
BR5,0.45,71,1,1,1,0,17.98450856938418,4.933803235848755,13.050705333535424
BR5,0.45,72,1,1,1,0,15.915494309189535,5.888732894400128,10.026761414789407
BR5,0.45,73,1,1,1,0,14.323944878270584,4.615493349664964,9.70845152860562
BR5,0.45,74,0,1,0,22,26.897185382530317,0.0,26.897185382530317
BR5,0.45,75,1,1,1,0,13.369015219719207,4.615493349664964,8.753521870054243
BR5,0.45,76,1,1,1,0,12.414085561167838,5.252113122032546,7.161972439135291
BR5,0.45,77,1,0,0,0,8.116902097686664,9.23098669932993,-1.1140846016432668
BR5,0.45,78,1,1,1,0,20.371832715762604,1.4323944878270582,18.939438227935547
BR5,0.45,79,1,1,1,0,17.029578910832804,6.843662552951502,10.185916357881302
BR5,0.45,80,1,1,1,0,17.82535362629228,6.047887837492023,11.777465788800257
BR5,0.45,81,1,1,1,0,14.164789935178685,4.933803235848755,9.23098669932993
